id_passageiro,modulo_estacao,classe_bilhete,nome_tripulante,idade,parentes_a_bordo,horas_treinamento,traje_pressurizado,tarifa_creditos,resgatado
1325,Engenharia,3,Passag. Tripulante_324,19.9,0,217.5,Nao,63.94,0
1326,Habitacao,2,Passag. Tripulante_325,8.4,0,41.2,Nao,119.68,0
1327,Habitacao,1,Passag. Tripulante_326,36.2,0,58.1,Sim,158.19,1
1328,Habitacao,3,Dra. Tripulante_327,13.2,0,19.7,Nao,58.48,0
1329,Laboratorio,3,Passag. Tripulante_328,33.1,1,5.0,Nao,91.11,0
1330,Laboratorio,2,Dra. Tripulante_329,28.8,0,186.2,Sim,111.39,1
1331,Laboratorio,3,Cap. Tripulante_330,40.1,1,16.9,Nao,66.77,0
1332,Habitacao,3,Dra. Tripulante_331,28.4,1,27.6,Sim,66.33,1
1333,Comando,2,Passag. Tripulante_332,28.0,3,52.5,Nao,115.79,0
1334,Comando,3,Passag. Tripulante_333,40.8,1,1.3,Sim,76.21,1
1335,Comando,3,Ten. Tripulante_334,36.0,0,83.1,Nao,79.48,1
1336,Comando,3,Eng. Tripulante_335,35.8,0,38.5,Nao,66.94,1
1337,Engenharia,1,Eng. Tripulante_336,37.6,1,16.3,Nao,157.64,0
1338,Habitacao,3,Eng. Tripulante_337,13.6,1,3.2,Nao,82.74,0
1339,Habitacao,1,Ten. Tripulante_338,41.1,0,8.9,Nao,169.05,0
1340,Comando,1,Eng. Tripulante_339,39.3,1,112.7,Nao,187.3,1
1341,Habitacao,2,Passag. Tripulante_340,19.8,1,57.9,Nao,97.54,0
1342,Habitacao,2,Dra. Tripulante_341,29.1,2,14.4,Nao,121.95,0
1343,Laboratorio,3,Dra. Tripulante_342,31.5,0,3.4,Nao,89.19,1
1344,Laboratorio,3,Eng. Tripulante_343,30.4,2,58.7,Nao,66.47,0
1345,Laboratorio,3,Passag. Tripulante_344,36.0,0,42.5,Nao,67.75,0
1346,Habitacao,2,Passag. Tripulante_345,49.2,2,25.9,Nao,122.96,0
1347,Habitacao,2,Passag. Tripulante_346,45.0,1,22.6,Nao,114.41,0
1348,Comando,2,Eng. Tripulante_347,16.3,1,12.2,Sim,116.88,1
1349,Laboratorio,3,Passag. Tripulante_348,39.5,2,55.4,Sim,66.62,1
1350,Habitacao,1,Dra. Tripulante_349,47.9,2,176.5,Sim,163.73,1
1351,Habitacao,3,Passag. Tripulante_350,36.6,1,9.7,Nao,82.29,0
1352,Engenharia,3,Passag. Tripulante_351,45.1,1,45.5,Sim,74.61,0
1353,Habitacao,2,Passag. Tripulante_352,56.1,0,27.6,Nao,122.51,0
1354,Laboratorio,3,Passag. Tripulante_353,44.3,1,29.6,Nao,78.09,0
1355,Comando,2,Passag. Tripulante_354,35.0,1,14.7,Sim,117.36,1
1356,Habitacao,3,Ten. Tripulante_355,44.5,2,87.2,Nao,62.26,0
1357,Comando,3,Passag. Tripulante_356,33.7,1,33.2,Sim,63.97,1
1358,Habitacao,2,Dra. Tripulante_357,32.3,0,39.2,Sim,120.02,1
1359,Engenharia,2,Passag. Tripulante_358,27.8,0,18.2,Nao,109.41,0
1360,Habitacao,3,Ten. Tripulante_359,50.8,1,10.0,Nao,65.0,0
1361,Laboratorio,3,Dra. Tripulante_360,22.2,1,4.5,Nao,64.84,0
1362,Habitacao,2,Eng. Tripulante_361,50.4,0,62.6,Sim,141.25,1
1363,Habitacao,3,Cap. Tripulante_362,38.0,0,10.9,Nao,42.26,0
1364,Habitacao,3,Eng. Tripulante_363,15.2,2,58.6,Sim,68.2,1
1365,Engenharia,3,Passag. Tripulante_364,36.4,1,24.7,Sim,87.26,1
1366,Laboratorio,1,Dra. Tripulante_365,,2,26.9,Sim,171.22,1
1367,Engenharia,3,Ten. Tripulante_366,39.5,1,31.7,Sim,77.53,1
1368,Engenharia,3,Passag. Tripulante_367,42.6,1,22.9,Sim,71.0,1
1369,Laboratorio,1,Eng. Tripulante_368,24.9,1,5.3,Sim,163.33,1
1370,Comando,2,Passag. Tripulante_369,33.5,2,18.5,Nao,97.58,0
1371,Comando,3,Passag. Tripulante_370,55.4,2,54.5,Sim,72.05,1
1372,Comando,1,Passag. Tripulante_371,25.9,0,54.8,Sim,162.24,1
1373,Comando,3,Passag. Tripulante_372,19.3,0,16.9,Sim,62.0,1
1374,Habitacao,2,Eng. Tripulante_373,49.8,1,30.8,Nao,115.01,0
1375,Comando,2,Passag. Tripulante_374,55.6,2,10.7,Sim,137.45,1
1376,Laboratorio,3,Cap. Tripulante_375,32.0,0,11.8,Nao,94.05,0
1377,Engenharia,2,Eng. Tripulante_376,44.1,0,1.2,Nao,122.17,0
1378,Comando,3,Passag. Tripulante_377,48.1,0,113.5,Sim,65.35,1
1379,Engenharia,2,Eng. Tripulante_378,23.1,0,11.8,Nao,108.23,0
1380,Laboratorio,3,Passag. Tripulante_379,26.2,0,12.9,Sim,74.69,1
1381,Comando,1,Passag. Tripulante_380,46.8,2,16.4,Nao,187.83,1
1382,Habitacao,2,Passag. Tripulante_381,52.2,0,6.8,Nao,117.53,0
1383,Habitacao,3,Passag. Tripulante_382,38.8,0,51.0,Sim,46.21,1
1384,Engenharia,2,Eng. Tripulante_383,21.4,2,3.9,Sim,126.7,1
1385,Habitacao,3,Eng. Tripulante_384,55.8,0,7.2,Nao,79.85,0
1386,Engenharia,2,Passag. Tripulante_385,25.6,2,51.7,Nao,104.14,0
1387,Laboratorio,3,Eng. Tripulante_386,28.0,1,20.8,Sim,71.76,1
1388,Laboratorio,1,Passag. Tripulante_387,36.1,0,61.5,Nao,174.51,0
1389,Habitacao,3,Passag. Tripulante_388,50.6,2,40.8,Nao,69.27,0
1390,Engenharia,2,Passag. Tripulante_389,42.2,1,14.8,Nao,112.09,0
1391,Engenharia,2,Eng. Tripulante_390,37.0,1,52.6,Sim,130.16,1
1392,Laboratorio,1,Ten. Tripulante_391,37.6,2,6.2,Nao,165.97,0
1393,Laboratorio,1,Eng. Tripulante_392,32.5,3,38.4,Nao,155.15,1
1394,Habitacao,3,Ten. Tripulante_393,38.7,2,28.7,Sim,49.51,1
1395,Laboratorio,2,Passag. Tripulante_394,1.6,1,15.6,Nao,132.61,0
1396,Engenharia,3,Eng. Tripulante_395,28.4,0,46.3,Nao,76.17,0
1397,Engenharia,2,Ten. Tripulante_396,34.9,1,102.5,Nao,120.88,0
1398,Laboratorio,2,Dra. Tripulante_397,18.2,1,340.8,Sim,115.6,1
1399,Habitacao,3,Passag. Tripulante_398,36.6,1,46.8,Nao,64.71,0
1400,Habitacao,3,Passag. Tripulante_399,29.5,0,25.9,Sim,59.24,1
1401,Comando,1,Eng. Tripulante_400,53.1,0,12.8,Nao,165.69,1
1402,Engenharia,1,Dra. Tripulante_401,50.9,2,14.9,Sim,148.8,1
1403,Habitacao,1,Eng. Tripulante_402,26.4,1,32.6,Nao,162.64,1
1404,Engenharia,3,Eng. Tripulante_403,30.2,1,22.9,Nao,66.89,0
1405,Laboratorio,3,Passag. Tripulante_404,,1,122.6,Sim,76.1,1
1406,Engenharia,2,Passag. Tripulante_405,26.6,1,23.0,Nao,119.6,0
1407,Laboratorio,3,Eng. Tripulante_406,34.3,1,23.4,Nao,77.95,0
1408,Comando,3,Ten. Tripulante_407,22.9,0,24.2,Sim,83.49,1
1409,Engenharia,3,Passag. Tripulante_408,18.4,1,90.6,Nao,80.58,0
1410,Comando,3,Eng. Tripulante_409,39.5,2,52.6,Nao,74.71,1
1411,Laboratorio,2,Passag. Tripulante_410,39.6,2,47.6,Sim,120.12,1
1412,Engenharia,1,Ten. Tripulante_411,22.3,1,20.3,Sim,160.19,1
1413,Engenharia,2,Eng. Tripulante_412,42.7,3,85.2,Sim,127.4,1
1414,Habitacao,1,Dra. Tripulante_413,24.4,1,2.0,Sim,186.8,1
1415,Habitacao,3,Passag. Tripulante_414,35.0,0,102.3,Nao,73.42,0
1416,Laboratorio,3,Passag. Tripulante_415,41.8,1,35.9,Sim,89.17,0
1417,Laboratorio,1,Eng. Tripulante_416,31.6,0,25.4,Nao,154.74,1
1418,Laboratorio,1,Dra. Tripulante_417,37.5,0,34.4,Nao,158.46,0
1419,Habitacao,2,Dra. Tripulante_418,25.8,2,55.0,Sim,128.55,1
1420,Habitacao,3,Eng. Tripulante_419,29.6,0,0.6,Nao,72.64,0
1421,Habitacao,2,Ten. Tripulante_420,29.5,0,102.6,Nao,133.14,0
1422,Habitacao,3,Dra. Tripulante_421,23.0,1,29.6,Nao,69.85,1
1423,Comando,1,Passag. Tripulante_422,29.9,1,21.0,Sim,161.32,1
1424,Habitacao,1,Eng. Tripulante_423,13.4,1,7.4,Sim,167.86,1
1425,Comando,3,Cap. Tripulante_424,26.1,1,28.9,Nao,54.67,0
1426,Habitacao,3,Passag. Tripulante_425,28.6,1,34.3,Nao,58.71,0
1427,Laboratorio,1,Ten. Tripulante_426,28.9,2,25.8,Nao,179.72,1
1428,Engenharia,3,Passag. Tripulante_427,29.1,2,56.8,Nao,78.73,0
1429,Laboratorio,3,Eng. Tripulante_428,31.3,0,27.3,Sim,73.63,0
1430,Comando,3,Passag. Tripulante_429,37.8,0,162.7,Nao,52.79,1
1431,Comando,2,Passag. Tripulante_430,,2,45.7,Sim,116.42,1
1432,Habitacao,3,Passag. Tripulante_431,24.2,1,82.4,Sim,57.75,1
1433,Habitacao,2,Passag. Tripulante_432,17.6,3,5.8,Nao,131.77,0
1434,Comando,3,Cap. Tripulante_433,19.5,0,25.3,Sim,64.16,1
1435,Comando,1,Passag. Tripulante_434,26.2,1,20.5,Nao,159.14,1
1436,Habitacao,1,Eng. Tripulante_435,27.8,1,42.1,Nao,170.3,1
1437,Comando,2,Eng. Tripulante_436,22.8,2,98.7,Sim,113.6,1
1438,Engenharia,3,Eng. Tripulante_437,16.4,0,4.1,Nao,84.84,0
1439,Habitacao,2,Passag. Tripulante_438,26.5,1,3.8,Nao,112.65,0
1440,Comando,3,Ten. Tripulante_439,34.2,0,95.0,Nao,56.01,1
1441,Comando,3,Passag. Tripulante_440,39.1,1,12.0,Sim,48.47,1
1442,Engenharia,1,Passag. Tripulante_441,,0,55.2,Sim,169.69,1
1443,Laboratorio,3,Passag. Tripulante_442,27.0,0,39.1,Nao,64.38,0
1444,Laboratorio,2,Passag. Tripulante_443,20.9,0,89.5,Sim,105.71,1
1445,Engenharia,3,Eng. Tripulante_444,31.6,1,6.7,Sim,81.89,1
1446,Engenharia,1,Eng. Tripulante_445,21.8,0,7.0,Nao,176.67,0
1447,Engenharia,3,Cap. Tripulante_446,38.9,1,40.7,Sim,69.72,0
1448,Habitacao,3,Ten. Tripulante_447,10.6,0,146.3,Nao,83.64,1
1449,Laboratorio,3,Dra. Tripulante_448,27.7,0,26.8,Sim,76.63,1
1450,Comando,3,Eng. Tripulante_449,35.6,1,19.8,Nao,61.77,1
1451,Habitacao,2,Cap. Tripulante_450,34.2,0,46.7,Nao,109.61,1
1452,Habitacao,3,Passag. Tripulante_451,64.3,0,133.3,Sim,78.18,0
1453,Laboratorio,3,Passag. Tripulante_452,36.2,1,90.7,Sim,73.96,1
1454,Engenharia,3,Eng. Tripulante_453,20.0,0,270.0,Nao,71.7,1
1455,Comando,1,Passag. Tripulante_454,30.9,0,1.1,Nao,161.54,1
1456,Habitacao,3,Ten. Tripulante_455,,1,6.0,Nao,76.08,0
1457,Comando,3,Eng. Tripulante_456,31.0,0,47.0,Sim,62.45,1
1458,Habitacao,3,Passag. Tripulante_457,22.0,1,85.9,Sim,68.98,1
1459,Comando,2,Eng. Tripulante_458,43.0,0,16.8,Nao,134.47,0
1460,Comando,3,Eng. Tripulante_459,25.4,1,13.7,Nao,63.39,0
1461,Comando,2,Passag. Tripulante_460,30.6,1,77.3,Nao,104.27,1
1462,Habitacao,3,Passag. Tripulante_461,24.4,1,2.9,Nao,59.47,0
1463,Habitacao,1,Passag. Tripulante_462,52.9,1,23.1,Nao,179.94,0
1464,Habitacao,3,Passag. Tripulante_463,28.1,1,35.2,Nao,72.55,0
1465,Engenharia,3,Passag. Tripulante_464,54.0,1,41.1,Sim,68.71,0
1466,Laboratorio,1,Ten. Tripulante_465,41.8,1,65.2,Nao,164.91,0
1467,Laboratorio,3,Eng. Tripulante_466,37.8,0,21.9,Nao,74.85,1
1468,Engenharia,2,Dra. Tripulante_467,36.4,1,47.4,Sim,111.51,1
1469,Laboratorio,3,Eng. Tripulante_468,36.7,0,44.0,Nao,73.06,0
1470,Engenharia,3,Passag. Tripulante_469,8.9,2,39.7,Nao,62.69,0
1471,Comando,3,Ten. Tripulante_470,28.7,2,51.1,Nao,61.02,0
1472,Engenharia,3,Passag. Tripulante_471,42.1,3,15.0,Nao,63.63,0
1473,Comando,3,Passag. Tripulante_472,31.4,1,4.4,Nao,66.25,0
1474,Engenharia,2,Passag. Tripulante_473,15.1,0,6.4,Sim,119.51,1
1475,Habitacao,2,Passag. Tripulante_474,31.4,0,12.7,Nao,122.35,0
1476,Engenharia,3,Passag. Tripulante_475,,3,34.7,Nao,33.12,0
1477,Comando,3,Ten. Tripulante_476,47.0,0,91.8,Nao,61.92,1
1478,Habitacao,3,Passag. Tripulante_477,31.3,0,60.4,Sim,66.08,1
1479,Engenharia,3,Ten. Tripulante_478,43.4,0,77.8,Sim,85.05,1
1480,Habitacao,2,Passag. Tripulante_479,,0,21.6,Nao,109.2,0
1481,Habitacao,3,Cap. Tripulante_480,11.6,1,25.9,Nao,71.63,0
1482,Habitacao,1,Passag. Tripulante_481,20.9,0,25.0,Nao,184.95,1
1483,Habitacao,3,Passag. Tripulante_482,50.8,0,10.7,Nao,56.87,0
1484,Habitacao,1,Ten. Tripulante_483,28.7,0,3.2,Nao,173.94,1
1485,Habitacao,2,Eng. Tripulante_484,29.1,0,44.7,Nao,111.98,0
1486,Engenharia,2,Passag. Tripulante_485,,3,226.5,Nao,114.95,1
1487,Comando,2,Eng. Tripulante_486,54.8,0,9.1,Sim,111.97,1
1488,Laboratorio,3,Passag. Tripulante_487,51.5,0,2.4,Nao,62.68,0
1489,Engenharia,2,Passag. Tripulante_488,58.6,2,75.6,Nao,147.22,0
1490,Engenharia,2,Eng. Tripulante_489,30.1,1,14.6,Sim,128.44,1
1491,Habitacao,2,Cap. Tripulante_490,35.5,2,88.5,Sim,131.02,1
1492,Habitacao,2,Ten. Tripulante_491,13.8,1,60.9,Sim,124.92,1
1493,Laboratorio,2,Passag. Tripulante_492,49.7,0,145.6,Nao,103.94,0
1494,Laboratorio,1,Eng. Tripulante_493,18.0,0,26.3,Sim,173.95,1
1495,Habitacao,3,Passag. Tripulante_494,34.6,0,54.2,Nao,80.73,0
1496,Laboratorio,3,Eng. Tripulante_495,18.8,2,31.3,Nao,61.47,0
1497,Habitacao,3,Passag. Tripulante_496,,1,49.8,Nao,79.65,0
1498,Comando,2,Passag. Tripulante_497,22.0,0,29.9,Nao,127.04,1
1499,Engenharia,2,Passag. Tripulante_498,24.7,0,10.5,Sim,138.52,0
1500,Engenharia,3,Eng. Tripulante_499,,0,35.5,Nao,65.82,0
1501,Habitacao,3,Passag. Tripulante_500,25.4,0,37.6,Nao,59.02,0
1502,Habitacao,2,Passag. Tripulante_501,,1,83.2,Nao,116.38,0
1503,Laboratorio,1,Passag. Tripulante_502,18.7,1,66.5,Sim,184.36,1
1504,Engenharia,2,Passag. Tripulante_503,34.6,0,54.5,Nao,101.72,0
1505,Habitacao,2,Ten. Tripulante_504,46.6,0,6.0,Nao,99.32,0
1506,Laboratorio,2,Ten. Tripulante_505,25.8,1,63.8,Nao,120.89,0
1507,Engenharia,3,Passag. Tripulante_506,23.4,1,34.7,Nao,65.57,0
1508,Engenharia,3,Eng. Tripulante_507,29.2,1,112.3,Nao,70.08,0
1509,Engenharia,3,Passag. Tripulante_508,46.2,0,126.2,Nao,79.45,0
1510,Habitacao,3,Passag. Tripulante_509,34.3,0,2.8,Nao,64.47,0
1511,Habitacao,3,Dra. Tripulante_510,,0,85.9,Nao,51.27,0
1512,Laboratorio,3,Passag. Tripulante_511,37.8,1,1.9,Sim,90.44,1
1513,Engenharia,3,Eng. Tripulante_512,18.8,0,22.9,Sim,60.03,1
1514,Engenharia,1,Passag. Tripulante_513,40.2,1,39.1,Sim,159.41,1
1515,Comando,1,Passag. Tripulante_514,36.9,2,8.0,Sim,181.04,1
1516,Comando,1,Passag. Tripulante_515,28.3,0,68.6,Sim,166.16,1
1517,Laboratorio,3,Dra. Tripulante_516,21.9,0,0.4,Nao,69.37,0
1518,Engenharia,3,Eng. Tripulante_517,21.4,1,9.2,Sim,74.83,1
1519,Engenharia,2,Passag. Tripulante_518,38.4,3,43.5,Nao,130.84,0
1520,Laboratorio,3,Passag. Tripulante_519,46.7,0,62.7,Sim,66.67,0
1521,Habitacao,1,Passag. Tripulante_520,24.4,1,124.2,Sim,185.2,1
1522,Laboratorio,3,Ten. Tripulante_521,,0,61.1,Sim,48.64,1
1523,Engenharia,2,Cap. Tripulante_522,7.0,1,55.7,Sim,127.6,1
1524,Engenharia,1,Eng. Tripulante_523,25.0,2,25.1,Nao,161.6,0
1525,Engenharia,2,Passag. Tripulante_524,,1,0.1,Nao,133.72,1
1526,Habitacao,2,Cap. Tripulante_525,21.1,0,6.4,Sim,121.42,0
1527,Laboratorio,2,Ten. Tripulante_526,20.8,0,38.2,Nao,113.27,0
1528,Laboratorio,2,Passag. Tripulante_527,24.0,0,56.2,Nao,126.63,1
1529,Comando,3,Dra. Tripulante_528,35.5,1,27.0,Nao,78.93,0
1530,Engenharia,3,Passag. Tripulante_529,29.8,0,65.6,Nao,76.42,0
1531,Engenharia,2,Passag. Tripulante_530,,0,36.9,Nao,109.7,0
1532,Engenharia,3,Passag. Tripulante_531,6.6,2,3.9,Nao,65.16,0
1533,Engenharia,3,Cap. Tripulante_532,24.7,0,10.7,Nao,69.96,0
1534,Habitacao,2,Dra. Tripulante_533,37.5,0,91.6,Sim,119.59,1
1535,Habitacao,2,Passag. Tripulante_534,,0,64.5,Nao,127.5,0
1536,Engenharia,1,Passag. Tripulante_535,26.0,2,112.6,Nao,149.85,1
1537,Engenharia,1,Passag. Tripulante_536,25.7,0,6.3,Nao,173.34,0
1538,Laboratorio,3,Ten. Tripulante_537,48.7,0,231.4,Nao,67.1,1
1539,Habitacao,1,Passag. Tripulante_538,27.4,1,11.7,Nao,161.61,0
1540,Comando,3,Passag. Tripulante_539,36.6,2,0.6,Sim,62.58,1
1541,Engenharia,3,Passag. Tripulante_540,33.7,2,298.1,Nao,67.85,1
1542,Habitacao,1,Passag. Tripulante_541,6.4,0,16.5,Nao,133.99,1
1543,Laboratorio,3,Passag. Tripulante_542,41.2,0,55.1,Nao,62.99,0
1544,Habitacao,2,Passag. Tripulante_543,34.6,2,9.7,Nao,111.24,0
1545,Habitacao,3,Dra. Tripulante_544,38.1,3,43.4,Nao,75.33,0
1546,Laboratorio,2,Eng. Tripulante_545,79.1,1,117.2,Sim,111.94,1
1547,Comando,3,Dra. Tripulante_546,,2,19.3,Nao,67.85,0
1548,Habitacao,3,Eng. Tripulante_547,52.7,2,55.5,Nao,85.42,0
1549,Habitacao,1,Eng. Tripulante_548,28.6,1,10.4,Nao,179.94,1
1550,Habitacao,3,Dra. Tripulante_549,35.4,0,49.0,Sim,79.02,1
1551,Habitacao,3,Eng. Tripulante_550,31.5,0,20.5,Nao,65.0,0
1552,Engenharia,3,Ten. Tripulante_551,26.9,0,11.9,Nao,75.43,0
1553,Habitacao,3,Passag. Tripulante_552,25.2,1,18.8,Nao,67.66,1
1554,Habitacao,3,Passag. Tripulante_553,36.0,2,9.9,Nao,68.04,0
1555,Engenharia,2,Dra. Tripulante_554,13.8,0,116.1,Nao,124.1,0
1556,Laboratorio,2,Passag. Tripulante_555,,1,25.3,Sim,114.03,1
1557,Comando,3,Passag. Tripulante_556,27.0,2,14.1,Sim,84.93,1
1558,Comando,2,Cap. Tripulante_557,18.4,1,29.7,Nao,118.4,1
1559,Habitacao,3,Dra. Tripulante_558,26.6,0,19.3,Nao,76.18,0
1560,Habitacao,3,Passag. Tripulante_559,47.1,1,68.2,Sim,84.56,1
1561,Habitacao,2,Passag. Tripulante_560,,1,177.4,Sim,130.32,1
1562,Laboratorio,2,Passag. Tripulante_561,36.3,1,28.8,Sim,105.91,0
1563,Comando,3,Dra. Tripulante_562,23.2,1,98.7,Nao,74.45,1
1564,Comando,2,Dra. Tripulante_563,41.1,0,41.7,Sim,128.51,1
1565,Laboratorio,3,Eng. Tripulante_564,40.2,1,8.6,Nao,78.92,0
1566,Habitacao,2,Cap. Tripulante_565,54.2,2,58.7,Nao,108.87,0
1567,Laboratorio,3,Ten. Tripulante_566,,1,36.0,Sim,63.43,0
1568,Laboratorio,1,Cap. Tripulante_567,40.0,2,52.6,Nao,179.95,1
1569,Engenharia,3,Passag. Tripulante_568,33.2,1,110.2,Sim,62.38,1
1570,Laboratorio,2,Passag. Tripulante_569,47.6,0,29.0,Nao,117.0,0
1571,Habitacao,3,Eng. Tripulante_570,23.4,0,115.7,Sim,85.76,1
1572,Habitacao,1,Passag. Tripulante_571,40.9,1,69.4,Nao,169.52,1
1573,Laboratorio,3,Eng. Tripulante_572,29.7,2,33.5,Nao,62.73,0
1574,Habitacao,3,Eng. Tripulante_573,31.2,0,46.2,Sim,61.22,0
1575,Engenharia,2,Ten. Tripulante_574,33.1,1,19.7,Sim,123.33,1
1576,Engenharia,1,Passag. Tripulante_575,35.0,1,205.5,Nao,156.67,1
1577,Comando,1,Passag. Tripulante_576,30.6,1,55.0,Sim,167.53,1
1578,Engenharia,3,Passag. Tripulante_577,34.6,0,2.2,Nao,73.33,0
1579,Habitacao,3,Eng. Tripulante_578,50.9,0,19.8,Nao,82.99,0
1580,Laboratorio,3,Passag. Tripulante_579,43.8,0,48.8,Nao,76.68,0
1581,Habitacao,2,Ten. Tripulante_580,42.4,0,2.9,Nao,112.86,0
1582,Engenharia,2,Passag. Tripulante_581,26.5,1,1.2,Nao,131.78,0
1583,Habitacao,3,Passag. Tripulante_582,21.3,0,29.9,Nao,67.0,0
1584,Laboratorio,2,Eng. Tripulante_583,43.5,1,20.2,Nao,107.64,0
1585,Habitacao,3,Passag. Tripulante_584,42.5,0,28.8,Sim,68.28,1
1586,Laboratorio,1,Passag. Tripulante_585,49.7,0,15.2,Sim,184.38,1
1587,Comando,3,Dra. Tripulante_586,24.8,2,9.0,Nao,71.65,1
1588,Comando,2,Passag. Tripulante_587,29.2,1,58.4,Nao,120.13,1
1589,Comando,2,Ten. Tripulante_588,12.3,1,36.1,Nao,136.37,1
1590,Laboratorio,3,Passag. Tripulante_589,,1,11.2,Sim,55.69,1
1591,Comando,3,Passag. Tripulante_590,44.0,0,19.3,Nao,57.14,1
1592,Habitacao,3,Passag. Tripulante_591,26.4,0,44.8,Sim,53.84,1
1593,Laboratorio,1,Passag. Tripulante_592,,1,3.7,Sim,173.73,1
1594,Laboratorio,1,Passag. Tripulante_593,29.7,1,8.0,Nao,171.66,0
1595,Engenharia,3,Ten. Tripulante_594,35.9,0,3.8,Sim,85.43,0
1596,Habitacao,3,Passag. Tripulante_595,18.2,1,83.7,Nao,72.43,0
1597,Habitacao,2,Cap. Tripulante_596,33.0,1,69.8,Sim,115.96,1
1598,Laboratorio,1,Eng. Tripulante_597,,1,70.0,Nao,170.02,0
1599,Laboratorio,1,Cap. Tripulante_598,29.8,0,63.0,Nao,171.18,0
1600,Comando,3,Ten. Tripulante_599,12.4,1,55.3,Sim,53.28,1
1601,Laboratorio,1,Passag. Tripulante_600,46.5,0,32.4,Sim,197.1,1
1602,Laboratorio,2,Dra. Tripulante_601,41.3,1,51.4,Nao,125.2,0
1603,Laboratorio,2,Passag. Tripulante_602,37.6,1,2.0,Nao,122.1,0
1604,Comando,2,Eng. Tripulante_603,50.3,0,48.6,Nao,126.15,0
1605,Comando,1,Dra. Tripulante_604,20.6,0,75.2,Sim,177.09,1
1606,Habitacao,3,Passag. Tripulante_605,53.0,2,34.7,Nao,68.59,0
1607,Laboratorio,1,Dra. Tripulante_606,43.2,0,22.1,Nao,163.69,0
1608,Laboratorio,3,Cap. Tripulante_607,29.2,1,16.2,Nao,75.99,0
1609,Habitacao,2,Passag. Tripulante_608,45.6,3,51.5,Nao,123.86,1
1610,Habitacao,3,Dra. Tripulante_609,18.7,1,59.0,Sim,61.9,1
1611,Comando,3,Passag. Tripulante_610,22.1,1,102.4,Sim,84.19,1
1612,Habitacao,3,Dra. Tripulante_611,24.7,1,21.0,Nao,72.93,0
1613,Habitacao,3,Ten. Tripulante_612,25.7,1,73.4,Nao,77.3,0
1614,Comando,2,Passag. Tripulante_613,19.3,1,41.2,Sim,133.92,1
1615,Engenharia,2,Eng. Tripulante_614,46.7,0,107.2,Nao,120.22,0
1616,Engenharia,3,Ten. Tripulante_615,28.9,1,37.5,Sim,73.17,1
1617,Comando,3,Eng. Tripulante_616,,1,36.5,Sim,78.1,1
1618,Laboratorio,3,Cap. Tripulante_617,25.2,2,43.1,Sim,62.75,1
1619,Engenharia,3,Passag. Tripulante_618,10.2,0,69.2,Sim,70.54,1
1620,Habitacao,3,Eng. Tripulante_619,35.2,4,167.2,Nao,71.26,1
1621,Laboratorio,2,Passag. Tripulante_620,9.1,1,3.8,Nao,110.44,0
1622,Laboratorio,1,Passag. Tripulante_621,31.2,0,2.7,Sim,193.18,1
1623,Laboratorio,3,Eng. Tripulante_622,15.6,1,138.7,Sim,55.93,1
1624,Habitacao,3,Passag. Tripulante_623,55.8,1,37.7,Nao,57.02,0
1625,Habitacao,1,Eng. Tripulante_624,42.9,0,47.7,Sim,183.14,1
1626,Laboratorio,3,Passag. Tripulante_625,33.3,1,32.9,Nao,77.13,0
1627,Habitacao,2,Dra. Tripulante_626,47.2,0,4.9,Sim,109.74,0
1628,Habitacao,3,Passag. Tripulante_627,21.8,3,73.1,Nao,76.07,0
1629,Comando,1,Eng. Tripulante_628,38.5,1,68.8,Sim,184.68,1
1630,Laboratorio,2,Eng. Tripulante_629,34.4,0,18.7,Sim,119.7,1
1631,Habitacao,3,Passag. Tripulante_630,35.2,3,18.3,Sim,95.99,1
1632,Engenharia,2,Passag. Tripulante_631,47.3,1,91.0,Sim,102.76,1
1633,Habitacao,3,Dra. Tripulante_632,40.8,1,3.8,Nao,76.94,0
1634,Habitacao,3,Ten. Tripulante_633,35.5,0,106.5,Nao,81.67,0
1635,Comando,3,Passag. Tripulante_634,12.1,2,14.8,Sim,78.91,1
1636,Laboratorio,2,Passag. Tripulante_635,20.5,0,44.9,Sim,117.96,1
1637,Habitacao,2,Passag. Tripulante_636,30.5,1,137.4,Nao,117.1,0
1638,Laboratorio,1,Passag. Tripulante_637,33.1,0,56.7,Nao,174.44,1
1639,Laboratorio,3,Passag. Tripulante_638,18.4,0,26.8,Nao,78.16,0
1640,Laboratorio,3,Passag. Tripulante_639,60.9,0,58.5,Nao,76.02,0
1641,Comando,3,Cap. Tripulante_640,50.2,2,21.1,Nao,80.4,0
1642,Laboratorio,3,Ten. Tripulante_641,39.2,2,16.2,Nao,59.81,0
1643,Laboratorio,3,Passag. Tripulante_642,,0,285.4,Nao,67.72,1
1644,Laboratorio,3,Passag. Tripulante_643,29.5,0,69.5,Nao,60.6,0
1645,Comando,1,Dra. Tripulante_644,20.6,0,51.7,Sim,166.14,1
1646,Engenharia,3,Eng. Tripulante_645,,2,21.9,Sim,80.15,1
1647,Habitacao,1,Passag. Tripulante_646,35.1,1,2.5,Sim,171.08,1
1648,Habitacao,3,Passag. Tripulante_647,17.1,2,1.6,Nao,96.07,0
1649,Habitacao,3,Eng. Tripulante_648,36.0,1,40.4,Nao,71.93,0
1650,Habitacao,3,Eng. Tripulante_649,,1,71.8,Nao,70.6,0
